file,synopsis,genres,amazon_rating,global_ratings,error,imdb-rating-badge,runtime-badge,release-year-badge,rating-badge,link,x-ray-badge,hdr-badge,uhd-badge
1010_Karate_Warriors.html,"Sonny Chiba in the fourth and final film in the ""Street Fighter"" series, where Tsurugi protects a little boy while coping with rival gangs.",Action,Rated 4.2 out of 5 stars by 40 Amazon customers.,40,1,IMDb 6.8,1 h 27 min,1980,18+,/gp/video/detail/B00BQH9UNE/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1011_Sabapathy.html,"The film tells the story of a happy-go-lucky young man Sabapathy and his man servant (also named as Sabapathy). Sabapathy, son of a rich socialite and politician, Rao Sahib Manikka Mudaliar, neglects his studies and repeatedly fails his high school examinations. How Sabapathy eventually clearing his high school examinations with the help of his wife forms the rest of the story.","Comedy,Drama",Rated 4.7 out of 5 stars by 5 Amazon customers.,5,1,IMDb 7.5,2 h 38 min,1942,13+,/gp/video/detail/B07PMTFWXJ/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1012_Deivapiravi.html,"Sivaji Ganesan, a civil contractor loves Padmini and marries her. Sivaji takes care of Padmini's mother and her brother along with his younger brother. Meanwhile Sivaji gives shelter to his father's mistress and her daughter. The evil ladies allege Padmini for loose morals. In the event Sivaji scolds Padmini and S.S.Rajendran. The rest of the story is how they come into good terms.","Comedy,Drama",,,1,IMDb 6.0,3 h 2 min,1960,ALL,/gp/video/detail/B07Q3JWJ7S/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1013_Parentesi_Tonde.html,"Vanessa, a runaway bride, and Emanuela became friends on the ferry to a tourist resort. Together they will take part of the chaotic life of the resort.",Comedy,Rated 2 out of 5 stars by 2 Amazon customers.,2,1,IMDb 1.1,1 h 28 min,2006,16+,/gp/video/detail/B095BRKGSY/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1014_Thats_Stupid.html,"In 1982 Gallagher had a lot on his mind. Forever the prop comedian, Gallagher points out all the things that annoy him - from the post office, to kitchen habits, to the media, no one is safe from his list.",Documentary,Rated 3.6 out of 5 stars by 9 Amazon customers.,9,1,,1 h 2 min,1982,16+,/gp/video/detail/B07M68G1P1/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1015_Gounder_Vettu_Mappillai.html,"A brother comes from Kerala to meet his sister. Later, the sister asks him to take her daughter along with him to Kerala. Her enraged husband wants to seek his revenge against his wife's family.","Drama,Romance",,,1,IMDb 4.4,2 h 18 min,2002,ALL,/gp/video/detail/B099V6J2N7/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1016_LA_Without_a_Map.html,A British writer pursues a young actress to Hollywood and needs all the help he can get to win her love.,"Comedy,Drama,Romance",Rated 4.2 out of 5 stars by 37 Amazon customers.,37,1,IMDb 6.0,1 h 46 min,1999,16+,/gp/video/detail/B09L76MQP7/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1017_Big_B.html,A British writer pursues a young actress to Hollywood and needs all the help he can get to win her love.,"Comedy,Drama,Romance",Rated 4.2 out of 5 stars by 37 Amazon customers.,37,1,IMDb 6.0,1 h 46 min,1999,16+,/gp/video/detail/B09L76MQP7/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1018_The_Boys_from_Brooklyn.html,Two goofy entertainers meet a mad scientist on a jungle island.,"Science Fiction,Comedy",Rated 3.3 out of 5 stars by 55 Amazon customers.,55,1,IMDb 3.7,1 h 14 min,1952,13+,/gp/video/detail/B005KP7GC0/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1019_Heart_of_Gold.html,"Shot over the span of two nights at Ryman Auditorium in Nashville, this in-depth look into Neil Young's 2005 concert combines intimate interviews with Young himself and the premieres of various songs from Young's acclaimed album, 'Prairie Wind.'","Documentary,Music Videos and Concerts",Rated 4.7 out of 5 stars by 1039 Amazon customers.,"1,039",1,IMDb 7.7,1 h 43 min,2006,PG,/gp/video/detail/B000L9GOL4/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1020_Firefly.html,"The morning after Halloween, Del woke up in his truck hungover and covered in dirt, Brandt was found floating in a river, and Susan was rushed to the hospital, bloody and cold. Now, a week before Christmas, they seek the mysterious truth about what happened that fateful night.","Science Fiction,Drama,Suspense",Rated 3.3 out of 5 stars by 13 Amazon customers.,13,1,IMDb 5.2,1 h 38 min,2005,16+,/gp/video/detail/B0942QSYB5/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1021_Villain.html,"Shiva, a bus conductor, robs the corrupt in order to fund an organisation that aids those with disabilities. To avoid detection and trial, he pretends to be his twin, who has disabilities.","Suspense,Comedy,Drama,Action",,,1,IMDb 7.1,2 h 44 min,2002,13+,/gp/video/detail/B09J1K2SR7/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1022_Bhakta_Prahlada.html,"The movie is about a devotee Prahalada in Hindu mythology. After his hard efforts, Ranga Rao (Hiranyakashipu) gets blessed by God Brahma. His son (Prahalada) is a staunch devotee of Lord Vishnu and praises him throughout the day. The rest of the movie is about the father's rigorous efforts to prevent his son's devotion.",Drama,,,1,IMDb 8.0,2 h 36 min,1967,13+,/gp/video/detail/B09CJJSXVG/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1023_Maayajaalam.html,"Vamsi, a matchmaking consultant, fixes the marriage of a doctor's daughter, Swathi, with Chatrapathi. Things change when she mistakes Vamsi to be her future husband.",Drama,,,1,IMDb 5.9,2 h 17 min,2006,13+,/gp/video/detail/B099LZTYJB/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1024_The_Boy_And_The_Pirates__A_Family_Fun_Fantasy_In_Color.html,This is a pirate movie fantasy made well before Johnny Depp's Jack Sparrow character existed. A young boy is magically transported back in time to a pirate ship. It begins with a boy playing on the remains of an old ship. He spots a bottle that drifts on the beach & while handling it wishes he could be aboard a pirate ship. Suddenly a genie pops out and grants his wish & the fun begins!,"Science Fiction,Drama,Historical,Kids",Rated 3.3 out of 5 stars by 16 Amazon customers.,16,1,IMDb 5.2,1 h 23 min,1960,13+,/gp/video/detail/B09DTT8SD7/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1025_The_Christmas_Elves.html,"Catch this whimsical holiday film bursting with comical elfin escapades!  Based on the classic tale of the Shoemaker and the Elves, Hans the shoemaker is helped by a group of mismatched elves who want to work for Santa Claus.  Produced by Golden Films.",Kids,Rated 4.5 out of 5 stars by 34 Amazon customers.,34,1,IMDb 7.1,52min,1995,13+,/gp/video/detail/B00A40MBEO/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1026_SledgeOMatic.html,"Lock up your watermelons, and anything else that splatters! With a name like 'Sledge-O-Matic' you know Gallagher is sure to get crazy in this special filmed in 2000!","Arts, Entertainment, and Culture",Rated 3.3 out of 5 stars by 9 Amazon customers.,9,1,,54min,2000,16+,/gp/video/detail/B07M68BLX7/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1027_Sawan_Ko_Aane_Do.html,"Sawan Ko Aane Do is a 1979 Rajshri Productions Hindi movie produced by Tarachand Barjatya and directed by Kanak Mishra.  It's a story about Birju, a poor villager who wants to marry the headman's daughter, her father gets furious and sends her to the city. Years later, Birju becomes a successful singer and returns to seek his approval.","Drama,Romance,Arts, Entertainment, and Culture",Rated 5 out of 5 stars by 1 Amazon customers.,1,1,IMDb 7.8,2 h 32 min,1979,PG-13,/gp/video/detail/B08Y67P7DV/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1028_Between_Men.html,"When his young son is shot, John Wellington kills the culprit and flees. But his son Johnny recovers and is raised by Sir George. Some twenty years later Johnny sets out to find Sir ...","Drama,Western",Rated 3.3 out of 5 stars by 8 Amazon customers.,8,1,IMDb 5.9,53min,1935,13+,/gp/video/detail/B000RWCRT8/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1029_Mystery_of_the_13th_Guest.html,"The day Marie Morgan turns twenty-one, she is to open her grandfather's will that he left to her thirteen years earlier. Immediately after doing so, someone attempts to murder her and she hires a private detective to find out who is behind it.",Suspense,Rated 4 out of 5 stars by 161 Amazon customers.,161,1,,1 h 1 min,1943,7+,/gp/video/detail/B0C9FVYJNJ/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,,,
1030_Stranger_With_My_Face.html,"Laurie Stratton is seeing double when her long-lost identical twin sister, Lia, reappears. She claims to be in an abusive foster home and in need of Laurie's help. Laurie agrees but is instead ushered into a terrifying world she never imagined possible.","Suspense,Drama",Rated 2.8 out of 5 stars by 15 Amazon customers.,15,1,IMDb 5.2,1 h 34 min,2009,PG-13,/gp/video/detail/B082P72Z45/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,,,
1031_Taqdeerwala.html,"When the Book of Destiny gets stolen, Yamraj the god of death and Chitragupt a Hindu god of keeping complete records of actions of humans descend on Earth to look for it. They find it in the hands of a man unwilling to part with it.","Science Fiction,Comedy,Fantasy,Action",Rated 4.8 out of 5 stars by 7 Amazon customers.,7,1,IMDb 6.5,2 h 39 min,1995,13+,/gp/video/detail/B095L7JV4L/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1032_Aamchya_Sarkhe_Aamhich.html,Two brothers Abhay (Sachin Pilgaonkar) and Nirbhay (Ashok Saraf) come across their lookalikes and decide to interchange their lives with their lookalikes.,Comedy,Rated 5 out of 5 stars by 1 Amazon customers.,1,1,IMDb 7.3,2 h 18 min,1990,ALL,/gp/video/detail/B093WRYNKK/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1033_Lola__Virginia_volume_4.html,"The brainy and unglamorous teacher's pet Lola goes head to head with her schoolmate and arch-nemesis Virginia , the bratty rich girl used to getting everything her way, as they race for fame and popularity in this witty animated series for all ages.","Animation,Kids",Rated 5 out of 5 stars by 1 Amazon customers.,1,1,IMDb 4.7,49min,2005,PG,/gp/video/detail/B00IQLL36U/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1034_The_Kansan.html,A wounded man is elected sheriff.,"Drama,Western",Rated 3.1 out of 5 stars by 16 Amazon customers.,16,1,IMDb 5.6,1 h 19 min,1943,7+,/gp/video/detail/B01C032020/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,,,
1035_Fiesta__1941_Color_Musical_Comedy_w_Jorge_Negrete_Anne_Ayars.html,"Cholita (Anne Ayars), after an absence in Mexico City, is returning home to take up her duties as head of the rancho & everyone expects her to marry her childhood sweetheart Jose (George Negrete). Expectations are somewhat dashed as she shows up with Fernando (George Givot), her fiance! This makes Jose & Cholita's uncle (Antonio Moreno) the head of the town, very upset. Songs & Dances galore!","Comedy,Drama,Arts, Entertainment, and Culture",Rated 3.3 out of 5 stars by 11 Amazon customers.,11,1,IMDb 4.7,44min,1941,13+,/gp/video/detail/B097BBFSZT/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1036_The_Champion.html,"Carman must enter the boxing ring once again. Even though the doctor has advised him against it, he picks up his gloves for one last fight, for his father, for his church, for his love, and for his life.","Drama,Sports",Rated 4 out of 5 stars by 2 Amazon customers.,2,1,IMDb 5.3,1 h 28 min,2001,13+,/gp/video/detail/B09W6966MM/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1037_Parole_Inc.html,Government agent goes undercover (1948),Suspense,Rated 3.3 out of 5 stars by 15 Amazon customers.,15,1,IMDb 5.7,1 h 11 min,1948,13+,/gp/video/detail/B00115XLKE/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1038_Springtime_In_The_Rockies.html,"Cattleman Gene Autry learns that a gal rancher will raise sheep on a ""scientific basis."" He discourages her, as sheep will ruin the land. Gene and Smiley devise a plan to get her to move back East.","Drama,Western",Rated 3.4 out of 5 stars by 6 Amazon customers.,6,1,IMDb 5.6,55min,1937,13+,/gp/video/detail/B08P4P65BV/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1039_The_Great_God_Gold.html,"Marcia Harper (Sleeper) sets out to send a group of racketeers, headed by villain John Hart (Blackmer), to prison after they cheat her out of a small inheritance from her father by claiming that her father owed them money. She is aided in her venture by industrious reporter Phil Stewart (Toomey), who acquires a mysterious old Roman coin that becomes the key to bringing down the racketeers.",Drama,Rated 4.3 out of 5 stars by 4 Amazon customers.,4,1,IMDb 5.6,1 h 23 min,1935,13+,/gp/video/detail/B000RWAQGO/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1040_All_American_Coed.html,"All-girl school Mar Brynn tries to get more pupils and publicity by making fun of the Quincton college. For revenge, the boys there sent Bob Sheppard to Mar Brynn, dressed as a girl, to give them a slight scandal.","Comedy,Arts, Entertainment, and Culture",Rated 3.2 out of 5 stars by 14 Amazon customers.,14,1,IMDb 4.9,49min,1941,13+,/gp/video/detail/B002KOW7PU/ref=atv_dp_atf_prime_sd_mv_play_t1BLAAAAAA0wr0?autoplay=1&t=0,,,
1041_Along_Came_Jones.html,"Gary Cooper (1952's ""High Noon"") gives a marvelous, tongue-in-cheek performance as a fumble-fingered cowpoke who is mistaken for a notorious bandit and almost gets killed by both sides of the law   all while managing to capture the attention of Loretta Young. William Demarest co-stars as Cooper's trusty sidekick and Dan Duryea plays the villainous Monte Jarred for whom Cooper is mistaken.","Comedy,Western",Rated 4.4 out of 5 stars by 182 Amazon customers.,182,1,IMDb 6.4,1 h 30 min,1945,16+,/gp/video/detail/B001NUFWUY/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1042_The_Trail_Beyond.html,Rod Drew hunts for a missing girl and finds himself in a fight over a goldmine as well.,"Drama,Western",Rated 4 out of 5 stars by 46 Amazon customers.,46,1,IMDb 5.3,55min,1934,13+,/gp/video/detail/B002SJDTDQ/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1043_Rainbow_Valley.html,John Martin is a government agent working under cover. Leading citizen Morgan calls in gunman Galt who blows Martin's cover.,"Drama,Western",Rated 4.2 out of 5 stars by 35 Amazon customers.,35,1,IMDb 5.3,48min,1935,13+,/gp/video/detail/B002WYE2II/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1044_Skull_and_Crown.html,Rin-Tin-Tin brings the killer of his mistress to justice.,"Western,Action,Adventure,Romance",Rated 3.6 out of 5 stars by 46 Amazon customers.,46,1,IMDb 5.3,57min,1936,ALL,/gp/video/detail/B004LQGXSC/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1045_Believe_The_Eddie_Izzard_Story.html,Believe chronicles comedian Eddie Izzard's rise to fame from her early influences - losing her mother to cancer at a young age before being sent with her brother to boarding school to his close present day relationship with her supportive father.,"Comedy,Documentary",Rated 4.6 out of 5 stars by 209 Amazon customers.,209,1,IMDb 7.2,1 h 43 min,2009,18+,/gp/video/detail/B09D2N1CPM/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1046_The_Couch_Trip.html,"A mental patient sent to jail for computer fraud cons his way into a mental facility for men, where he takes over the psychiatric practice of a million-dollar-a-year shrink who is about to have a breakdown.",Comedy,Rated 4.4 out of 5 stars by 136 Amazon customers.,136,1,IMDb 5.8,1 h 38 min,1988,R,/gp/video/detail/B08DTVZBN7/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1047_Uyarndha_Manithan.html,Uyarndha Manithan is Tamil Emotional Drama Film. Sivaji and Ashokan are close friends. Sivaji loves and marries Vanishri who belongs to lower caste. Sivaji's dad kills Vanishri and her dad by firing their home. He also blackmails Sivaji to marry Sowcar Janaki. Sivaji marries Sowcar Janaki and lives his life thinking about Vanishri.,Drama,Rated 5 out of 5 stars by 1 Amazon customers.,1,1,IMDb 7.8,2 h 41 min,1968,ALL,/gp/video/detail/B07PVPYJY6/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1048_Law_of_the_Jungle.html,"Nona Brooks, former member of a stranded theatrical troupe, earns a temporary living singing in a cafe in Duakwa, British Rhodesia, Africa.","Suspense,Comedy,Drama",Rated 4.2 out of 5 stars by 21 Amazon customers.,21,1,IMDb 4.9,1 h 1 min,1942,13+,/gp/video/detail/B07HQJ5TNN/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,,,
1049_The_Ghost_of_Sierra_de_Cobre.html,"Terrified of being buried alive, a woman installs a phone in her crypt. A few days after her untimely death, the phone suddenly rings and paranormal investigator Nelson Orion is brought in to probe the case.","Suspense,Horror",Rated 4 out of 5 stars by 94 Amazon customers.,94,1,IMDb 6.2,1 h 21 min,1967,7+,/gp/video/detail/B0B6HNKJG6/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,,,
1050_Babe_Ruth_The_Man_The_Myth_The_Legend.html,"With rarely seen archival footage and personal accounts from Babe Ruth's roommate Jimmie Reese, host Mel Allen paints a portrait of a man who became a true baseball legend.",Drama,,,1,,40min,1990,7+,/gp/video/detail/B0BZMKYK56/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,,,
1051_The_Betrayed.html,A young woman is held hostage by a masked captor claiming that her husband has stolen millions from the mob. She is given 12 hours to locate the money or her son will be killed.,Drama,Rated 4.2 out of 5 stars by 70 Amazon customers.,70,1,,1 h 38 min,2009,18+,/gp/video/detail/B0CBHRVCFD/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,,,
1052_Beach_Kings.html,A former college basketball star takes one last shot at fame by joining the professional beach volleyball circuit.,Comedy,Rated 4.4 out of 5 stars by 39 Amazon customers.,39,1,,1 h 37 min,2009,PG-13,/gp/video/detail/B0BZZ8G82R/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,,,
1053_Dirty_War.html,"Paul, a mercenary in Africa, decides that he can no longer work for the Organization because of their brutal tactics. But the evil Organization refused to release him, and Paul finds that he must fight his way out.",Suspense,,,1,,1 h 27 min,1984,R,/gp/video/detail/B0BX2NC258/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,,,
1054_21_Hours_at_Munich.html,"During the 1972 Munich Olympics, a local police chief tries to keep peace and deal with negotiations when Palestinian terrorists killed 2 members of the Israeli team and took 9 others hostage.","Suspense,Drama,Historical,Sports",Rated 4.4 out of 5 stars by 107 Amazon customers.,107,1,IMDb 6.3,1 h 41 min,1976,16+,/gp/video/detail/B0C5B1KRMV/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,,,
1055_Dirty_Pictures.html,"The director of the Cincinnati Arts Center books a touring photo exhibit of the late Robert Mapplethorpe. However, the city's sheriff shuts down the show as being obscene forcing the issue to the courts to decide if this violates freedom of expression.",Drama,Rated 4.1 out of 5 stars by 21 Amazon customers.,21,1,IMDb 6.5,1 h 43 min,2000,R,/gp/video/detail/B0C9P1YBCC/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,,,
1056_New_Gladiators.html,Gladiators of the future fight to the death live on the world's top rated television show!  Directed by horror icon Lucio Fulci and starring Fred Williamson and Jared Martin.,"Suspense,Action,Science Fiction",Rated 3.6 out of 5 stars by 29 Amazon customers.,29,1,IMDb 4.8,1 h 30 min,1984,18+,/gp/video/detail/B00106S9O2/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1058_Dead_Mans_Cards.html,"When Tom's boxing career ends abruptly, he's offered a job as a door man at a rundown night club. There he meets Paul, a volatile man with a history of bloodshed. Paul tries mentoring Tom on living a ""clean"" life, but the two men are soon unavoidably at odds with vicious local gangsters, and the violence running through their veins is about to erupt.","Suspense,Western",Rated 3.7 out of 5 stars by 34 Amazon customers.,34,1,IMDb 5.3,1 h 28 min,2006,16+,/gp/video/detail/B0924TDTPB/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1059_The_Mangler_Reborn.html,"A decade after the original massacre, another man obsessed over his machine ends with several murders and possession.","Suspense,Horror",Rated 3.2 out of 5 stars by 80 Amazon customers.,80,1,IMDb 3.1,1 h 23 min,2005,18+,/gp/video/detail/B09GK8MS8K/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1060_Law_of_the_Timber.html,"The HandL Lumber Company headed by Henry Lorimer and his daughter ""Perry"", receives a huge national defense order, and prepares to cut the dangerous Antler Valley tract.","Drama,Western",Rated 3.9 out of 5 stars by 11 Amazon customers.,11,1,IMDb 5.3,1 h 15 min,1941,13+,/gp/video/detail/B0013Z2VDU/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
